time,num
0,1
1,2
2,2
3,2
4,1
5,1
6,2
7,1
8,1
9,2
10,2
11,1
12,5
13,2
14,1
19,1
20,1
21,1
23,2
25,2
26,1
27,1
29,1
31,2
32,1
33,1
34,1
35,3
37,3
38,1
39,2
44,1
45,1
46,3
48,1
49,2
52,6
53,2
54,4
55,1
56,3
59,2
61,2
62,1
63,2
65,1
67,1
68,1
69,3
70,1
71,3
74,4
76,1
78,2
80,1
81,4
82,1
83,1
86,1
88,1
89,2
90,2
91,1
92,2
93,2
96,2
98,2
101,1
102,1
104,1
105,2
106,2
107,1
108,1
109,1
112,1
114,1
115,1
116,2
117,1
118,2
119,1
120,3
122,3
123,2
124,1
125,1
126,5
127,1
128,1
131,2
132,1
133,3
135,1
136,2
137,3
138,3
139,2
141,2
142,1
143,1
144,1
145,1
149,2
150,1
151,2
152,1
153,1
154,2
156,3
157,1
158,1
159,1
160,2
161,1
162,1
164,1
165,1
166,1
167,1
168,4
169,1
171,1
177,2
180,1
181,1
182,2
183,1
186,2
188,2
189,2
190,1
191,1
192,1
193,1
194,3
195,1
196,2
197,1
198,3
199,1
200,2
204,1
206,2
207,3
210,2
211,2
212,2
213,3
214,1
216,1
218,1
220,2
222,2
223,1
224,2
225,1
228,1
230,2
231,4
232,1
233,1
237,3
238,1
239,1
240,1
241,2
242,1
243,1
244,1
245,1
246,1
247,1
248,3
249,2
250,1
254,2
255,2
256,2
257,2
259,1
260,2
261,1
263,1
264,1
265,1
266,4
268,4
269,1
270,5
271,2
273,3
274,1
278,3
281,2
282,1
283,2
284,1
285,1
287,1
288,2
289,1
290,2
291,1
293,2
294,1
295,3
296,1
298,5
299,2
300,1
301,3
302,3
303,1
304,1
305,2
306,3
307,2
308,2
309,1
313,2
315,1
316,2
319,1
320,1
322,1
324,1
325,2
328,2
330,5
331,2
332,2
333,3
334,2
336,2
337,1
338,3
339,2
340,2
341,2
343,2
344,2
345,1
346,4
347,2
348,1
350,1
351,2
352,1
354,1
355,1
356,1
358,2
360,2
361,1
362,4
364,3
365,2
366,1
368,2
369,2
370,1
372,1
373,1
374,4
375,1
376,3
377,1
378,1
380,1
382,2
383,4
384,1
385,2
386,1
387,1
388,2
389,1
390,2
391,2
393,1
396,2
397,1
398,1
400,1
402,1
404,2
410,1
411,1
412,2
413,3
415,3
416,2
417,1
418,1
421,2
423,1
425,2
426,1
427,1
428,2
429,2
430,1
431,1
432,1
433,1
435,1
436,1
437,1
439,2
440,2
442,2
444,3
445,1
446,1
447,1
451,3
452,1
453,1
454,1
455,2
456,1
457,2
459,1
460,1
462,2
463,2
464,2
465,2
466,1
468,2
469,3
471,2
472,2
473,1
474,1
475,3
476,1
477,1
478,1
479,1
480,2
481,2
484,2
485,1
486,1
487,3
489,2
490,1
492,1
493,2
494,2
495,3
496,1
497,1
498,2
500,2
501,1
502,1
505,2
506,1
507,1
508,2
509,1
510,1
511,3
512,1
513,2
514,1
515,3
516,1
517,1
519,1
521,2
522,2
523,2
524,2
525,1
527,2
534,1
536,1
537,2
538,2
540,3
541,2
542,1
543,2
544,2
548,4
550,1
551,1
552,3
553,1
554,4
555,1
556,3
557,1
558,1
560,1
562,1
563,1
566,1
567,3
568,2
569,2
571,1
573,1
574,1
575,2
576,1
578,1
582,3
583,1
584,2
585,1
586,1
587,3
589,1
590,2
593,1
595,2
596,1
597,1
598,1
599,1
600,1
601,2
602,2
604,3
605,3
606,1
608,1
609,2
611,1
617,1
618,2
619,2
620,1
623,1
624,2
625,1
626,2
630,1
633,2
634,1
635,1
636,2
637,4
639,3
640,1
642,1
644,1
645,1
646,1
648,2
649,2
650,1
651,1
652,3
655,2
656,2
657,3
658,1
659,1
660,4
664,1
665,1
667,1
668,3
670,1
671,2
673,1
674,2
676,4
677,1
678,3
680,2
682,1
683,1
684,1
685,1
687,3
690,2
691,1
692,4
695,1
696,2
697,2
698,2
699,1
700,1
701,2
702,3
703,3
704,2
706,1
707,2
709,2
712,3
713,3
714,2
715,1
716,1
718,1
719,1
720,1
721,1
722,2
723,1
724,1
725,2
727,2
728,2
729,5
730,3
733,1
737,4
738,1
739,2
740,1
742,2
743,1
744,1
746,2
748,2
749,2
750,2
751,1
755,1
760,2
762,3
763,2
764,2
765,1
766,3
767,2
770,1
771,2
772,1
773,2
775,1
776,2
777,1
778,1
780,1
785,3
786,3
787,4
788,2
789,3
790,3
791,2
793,1
794,1
796,3
797,1
798,1
799,1
800,3
802,2
803,1
804,2
805,2
806,1
807,1
809,1
810,2
811,1
813,1
814,2
815,3
816,1
817,1
818,3
819,1
822,2
823,2
824,2
825,1
826,4
828,1
830,2
832,3
833,3
834,2
835,2
836,3
837,3
839,1
841,1
843,3
844,2
845,1
846,2
848,1
850,4
851,1
854,3
855,1
856,2
859,1
860,1
861,1
862,3
863,1
865,2
867,4
868,1
870,2
871,3
876,3
877,1
878,2
879,1
880,1
881,2
883,2
884,2
885,1
886,1
887,2
891,1
892,1
896,1
897,2
898,3
899,1
902,2
903,1
904,1
905,3
906,2
907,1
908,1
909,1
911,2
912,1
914,2
915,2
916,1
917,1
919,3
920,1
921,1
922,2
923,3
926,1
927,1
928,1
929,2
931,2
932,1
934,4
936,2
937,1
938,1
939,1
940,3
941,1
943,1
944,4
945,1
946,2
947,2
948,1
949,1
950,3
952,1
954,2
956,1
957,2
958,1
959,2
960,1
961,1
962,3
964,2
966,1
967,2
968,2
971,1
972,4
973,1
977,1
978,2
979,2
980,1
982,2
983,2
986,1
987,2
988,2
990,4
991,1
992,2
993,2
994,3
996,2
999,3
