time,num
8,2
13,1
15,1
16,1
17,1
19,1
20,1
27,1
32,1
34,1
35,2
36,1
41,1
45,1
46,1
50,1
58,1
66,1
67,1
71,1
76,1
78,1
87,1
95,1
101,1
110,1
122,1
126,1
127,1
128,2
132,1
137,1
140,1
145,1
149,1
151,1
152,1
158,1
161,2
174,1
178,2
181,1
182,1
191,1
194,1
202,1
204,1
211,1
219,1
222,1
227,1
233,1
239,3
251,1
258,1
265,1
266,1
268,1
271,2
276,1
277,1
279,1
280,1
286,1
293,1
297,1
302,1
307,1
320,1
322,1
331,1
333,1
345,1
347,1
357,1
360,1
367,1
368,1
369,2
379,1
383,1
386,1
412,1
419,1
421,1
427,1
430,1
437,1
447,1
448,2
462,1
465,1
466,1
474,1
475,1
488,1
489,1
490,1
495,2
498,1
499,1
501,1
510,1
513,1
521,1
524,1
530,1
531,1
538,1
545,1
546,1
550,2
552,1
572,1
573,1
576,1
577,1
583,1
587,1
609,1
614,1
622,1
627,1
634,1
637,1
645,1
649,2
651,1
653,1
656,1
662,1
664,1
676,1
683,1
686,1
687,1
697,1
704,1
705,1
708,1
725,1
727,1
736,1
737,2
748,1
752,1
760,1
768,2
770,1
771,1
772,2
777,1
784,1
785,1
792,1
799,1
815,1
819,1
824,1
825,1
836,1
853,1
862,1
864,1
865,1
869,1
871,1
872,1
876,1
880,1
886,1
887,1
891,1
892,1
893,1
895,1
904,1
915,2
921,1
924,1
925,1
929,1
958,1
967,1
973,2
984,1
985,1
997,1
999,2
