time,num
2,1
5,2
8,1
11,2
12,1
13,1
14,2
20,1
21,1
22,1
24,1
28,2
34,2
35,1
37,1
39,3
40,2
44,1
45,2
49,1
54,1
55,1
57,1
59,2
60,1
62,1
66,2
67,1
68,1
70,1
71,1
79,1
80,1
82,1
83,1
85,1
87,1
91,1
94,1
98,1
101,2
104,1
105,1
107,1
108,1
109,1
110,1
112,1
113,1
115,1
116,2
126,2
130,1
131,1
134,1
136,1
138,1
139,1
144,2
145,1
147,1
148,2
151,1
153,1
154,2
155,1
159,1
160,2
161,1
162,2
164,1
167,2
173,2
174,1
177,1
178,2
181,1
183,1
186,3
193,1
194,2
195,1
196,1
199,1
200,1
207,1
208,1
209,1
215,1
216,1
217,1
219,2
221,1
223,1
228,1
229,1
232,1
233,2
236,1
239,1
240,2
241,2
242,2
243,2
244,1
247,1
249,1
250,1
253,1
257,1
259,1
260,1
261,1
262,1
264,1
266,2
267,1
268,3
269,1
278,1
282,1
287,1
288,3
290,1
293,1
295,2
296,2
297,1
299,2
300,1
303,1
305,1
309,1
310,1
311,1
314,1
315,1
316,1
320,2
321,1
327,1
328,1
330,2
332,2
334,3
340,1
341,1
345,1
346,1
347,1
348,1
350,2
351,1
358,2
361,2
362,3
363,1
367,1
368,1
369,1
370,1
371,2
378,1
381,2
384,1
385,1
386,2
389,1
390,1
391,1
395,1
397,1
400,2
402,1
405,2
406,2
408,1
412,2
413,1
414,1
416,1
417,1
419,1
420,1
423,1
424,3
425,1
426,2
436,2
437,3
438,1
439,1
441,1
443,4
447,1
448,2
449,2
450,1
451,1
452,1
453,1
456,3
457,2
460,1
461,2
462,1
463,1
465,1
475,2
478,2
479,1
480,1
481,1
485,1
489,1
491,1
492,1
493,1
494,2
495,1
496,1
500,1
501,1
502,1
505,1
509,2
513,1
514,1
515,1
516,1
518,1
521,1
523,1
528,1
529,2
535,1
538,1
539,1
543,1
546,1
547,1
549,1
550,1
552,3
555,1
558,1
566,1
569,1
570,1
573,1
574,1
575,1
580,1
581,1
583,1
584,1
585,1
587,1
588,1
589,1
592,2
596,1
598,1
599,1
602,2
604,1
607,1
609,2
611,1
613,2
615,1
620,1
631,1
633,1
634,1
637,1
638,1
640,1
642,1
644,1
650,1
651,1
653,1
654,1
655,1
658,1
659,3
660,1
661,1
666,1
668,1
669,1
672,2
675,1
681,2
684,2
686,2
687,1
689,2
692,1
698,1
700,1
701,1
702,2
705,1
706,1
708,1
710,1
711,1
713,1
714,1
715,1
716,1
717,1
721,1
725,1
729,1
731,2
737,1
738,1
740,1
741,1
743,1
746,1
747,1
750,1
752,1
753,1
757,2
758,1
759,1
764,1
769,1
771,1
772,1
773,1
775,2
780,1
793,1
802,1
805,1
806,1
807,1
808,2
810,2
811,1
812,1
817,1
820,1
822,1
824,2
825,2
826,2
827,1
828,1
830,1
832,1
833,1
840,2
842,1
844,2
847,1
851,1
852,1
856,1
858,1
860,1
863,2
867,1
868,3
869,1
874,1
881,1
882,1
883,1
889,2
890,1
896,1
898,2
899,1
900,1
901,1
904,1
905,1
906,1
907,2
908,2
909,1
910,1
911,1
916,1
918,1
919,1
922,1
924,1
927,1
928,1
930,3
940,2
941,2
942,1
943,3
945,1
946,1
947,1
948,3
951,2
956,3
957,2
959,1
960,1
961,1
964,1
965,2
967,2
969,1
973,2
974,1
975,1
976,1
978,1
980,2
982,1
983,1
988,1
990,1
991,1
993,2
995,2
996,1
999,1
