time,num
1,1
13,2
16,1
18,1
21,1
29,1
31,1
33,1
34,1
35,1
36,1
44,1
47,1
50,1
52,1
55,1
59,1
66,1
84,1
88,1
90,1
98,1
100,1
122,1
129,1
132,2
137,1
138,1
150,1
159,1
160,1
164,1
172,1
186,1
195,1
197,1
204,3
208,1
213,1
218,1
221,1
222,1
225,1
228,1
240,1
246,1
251,1
252,1
257,1
262,1
263,2
266,1
271,1
272,2
273,1
279,1
284,1
287,1
289,1
298,1
301,1
309,1
316,1
319,2
334,1
341,1
342,1
348,1
351,1
355,1
366,1
367,1
376,1
383,1
384,1
387,1
389,1
395,1
407,1
412,1
417,2
420,1
424,1
428,1
439,1
441,1
442,1
443,1
446,1
453,1
455,1
457,1
458,1
460,1
461,1
466,1
467,1
473,1
479,1
486,1
489,1
494,1
500,1
501,1
505,1
507,1
509,1
510,1
515,1
519,1
520,1
522,1
535,1
538,1
539,1
541,1
552,1
553,1
571,2
572,1
574,1
577,1
588,1
590,1
591,1
593,1
596,1
599,2
605,1
606,1
611,3
616,1
617,2
618,1
623,1
629,1
634,1
636,1
640,1
643,1
644,1
646,1
648,1
656,1
657,1
665,1
667,1
683,1
685,1
699,1
702,1
715,1
717,1
723,1
733,1
737,1
738,2
740,1
745,1
748,1
755,1
767,1
769,1
780,1
782,1
789,1
795,1
799,1
800,1
804,1
805,2
808,1
810,1
819,1
821,1
826,2
834,2
835,1
840,1
848,1
851,1
857,1
858,1
859,2
873,1
875,1
880,1
881,2
882,1
883,1
887,2
901,2
909,1
923,1
930,1
938,1
947,1
952,1
962,2
965,1
968,1
975,1
977,1
985,1
986,1
992,2
996,1
998,1
