time,num
0,1
1,2
2,2
3,2
5,2
7,1
8,2
10,3
11,1
12,4
15,1
19,1
21,1
22,1
23,2
25,1
26,1
27,2
28,1
35,2
37,4
39,1
44,2
45,1
46,3
47,1
48,1
52,3
53,4
54,1
56,2
59,1
60,1
62,1
63,1
65,1
68,1
69,1
74,3
76,2
77,1
80,2
81,3
82,1
84,2
86,1
89,1
91,1
92,3
93,2
95,1
96,1
98,2
99,1
100,2
102,1
104,1
105,2
106,3
108,1
110,1
115,1
118,1
119,1
120,1
121,1
126,1
127,1
128,1
131,2
136,2
137,1
139,1
140,1
141,2
142,4
143,1
145,1
150,1
151,1
152,1
153,2
154,3
156,3
157,1
160,1
161,2
162,2
163,1
164,2
165,2
166,3
168,2
169,2
171,1
172,1
173,1
174,1
176,1
177,1
179,1
180,1
181,2
182,2
185,1
186,2
188,3
190,2
194,1
195,1
196,1
198,1
201,1
202,2
203,1
204,2
205,1
206,1
207,1
210,2
212,1
213,1
214,3
215,1
217,1
218,2
220,4
221,1
222,2
223,2
224,2
226,2
228,2
229,1
230,2
231,2
233,1
234,1
237,1
238,2
240,1
241,1
242,2
243,2
244,1
247,1
251,1
252,1
254,1
259,1
260,1
261,3
263,2
264,2
266,1
268,1
269,2
270,1
272,1
273,1
274,1
276,2
278,1
279,3
280,1
281,2
282,2
285,1
287,2
288,1
291,1
293,3
295,2
297,3
298,3
300,2
302,3
303,1
305,4
306,2
307,1
308,4
309,1
310,1
313,2
315,2
316,1
318,1
320,1
323,1
326,1
328,2
329,1
330,3
332,1
333,1
338,2
339,2
341,2
343,1
344,2
345,1
346,1
348,1
351,2
352,1
353,1
359,1
360,1
362,3
364,2
365,1
366,1
368,1
374,2
375,1
376,3
378,1
381,1
382,2
383,2
384,1
385,2
388,1
389,1
390,1
392,2
393,1
396,2
397,2
398,1
402,1
407,1
408,1
410,1
413,1
415,1
416,1
417,1
418,2
421,2
422,1
423,1
426,1
427,2
428,2
429,1
430,1
431,2
432,1
433,1
434,1
436,2
439,2
440,1
442,2
444,3
445,1
447,1
451,2
454,1
455,1
456,2
457,1
458,1
460,1
462,2
464,1
465,1
466,1
467,1
469,2
470,1
471,1
472,1
473,1
474,1
475,3
476,1
477,6
479,1
480,3
484,1
485,1
486,1
487,2
490,1
491,2
492,2
495,1
498,1
500,3
501,1
502,2
503,2
504,1
505,1
507,1
508,1
509,1
510,1
514,1
515,1
516,4
517,2
518,1
521,2
522,1
524,1
526,1
527,1
528,1
530,1
531,1
532,2
534,2
535,1
537,2
540,2
541,1
542,1
544,3
548,2
550,1
552,1
553,1
555,1
556,1
557,1
558,1
559,1
562,1
563,1
565,3
567,1
568,2
571,1
572,1
573,1
574,1
575,2
577,3
578,1
579,1
580,1
583,2
584,1
585,1
586,1
587,1
590,2
593,2
595,2
596,1
597,2
602,3
604,1
605,3
608,1
609,1
610,1
611,2
613,1
617,2
618,2
619,1
621,1
623,1
624,1
625,1
627,1
630,3
633,1
636,1
638,1
639,3
640,1
642,1
644,1
645,1
647,1
648,1
649,1
650,2
651,3
655,2
657,1
661,1
668,2
670,2
674,2
676,2
677,1
678,1
680,1
681,1
682,4
683,1
687,2
688,1
690,1
692,1
694,2
695,1
698,1
699,1
701,1
702,1
703,1
704,1
705,2
706,2
709,1
710,3
712,1
713,2
714,1
715,1
717,1
718,3
720,3
722,2
726,1
727,1
729,1
730,2
731,2
734,2
735,1
737,1
738,1
739,1
740,2
741,1
742,1
743,1
746,1
747,1
748,2
750,1
751,1
752,1
754,1
755,1
757,1
758,1
760,3
762,3
763,1
764,1
765,2
770,1
771,1
773,1
775,2
776,2
777,1
778,1
780,1
785,4
786,2
788,1
789,3
790,3
791,1
794,1
796,3
798,1
800,3
801,1
802,1
803,3
804,1
806,1
807,1
809,2
811,1
812,1
815,2
816,1
818,2
819,1
820,2
822,3
823,2
824,2
825,1
826,3
827,1
828,1
829,1
830,2
832,2
833,1
835,1
836,1
837,3
839,1
840,1
841,2
843,1
844,2
845,1
846,2
847,1
848,1
850,3
851,1
853,1
854,1
856,1
858,1
860,1
861,1
862,2
863,2
865,2
866,2
867,3
868,1
871,3
872,2
876,1
878,1
879,1
880,1
881,2
883,1
884,2
885,1
888,1
889,2
894,1
896,1
899,2
902,2
903,1
904,2
905,2
906,3
908,2
909,2
912,1
913,1
915,1
916,1
917,2
919,2
920,1
921,1
922,2
923,1
924,2
925,1
926,1
927,1
929,1
930,1
934,1
935,1
936,1
938,1
941,2
942,1
944,3
946,2
947,1
948,1
949,3
953,1
955,1
957,1
958,2
960,1
961,1
962,2
964,1
968,2
970,1
971,1
972,3
973,1
975,1
976,1
977,1
978,1
979,1
981,1
982,1
983,2
985,1
987,1
989,1
990,1
991,1
992,2
993,1
994,1
995,1
996,3
999,1
1000,1
